ORF,YPD rep1 fitness,YPD rep1 Q-value,YPD rep2 fitness,YPD rep2 Q-value,YPG fitness,YPG Q-value,YPE fitness,YPE Q-value,SC fitness,SC Q-value,OAK fitness,OAK Q-value,ETH fitness,ETH Q-value,Gene.primaryIdentifier,Gene.symbol,Gene.name,Gene.functionSummary,Gene.phenotypeSummary,Gene.briefDescription,Gene.description,Gene.length,Gene.chromosomeLocation.start,Gene.chromosomeLocation.end,Gene.chromosome.primaryIdentifier,GO.Slim
YPL140C,0.9928,0.38844,1.0031,0.34634,1.0142,0.08678,1.0062,0.32226,0.9662,0,0.9803,0.37458,1.0088,0.12442,S000006061,MKK2,Mitogen-activated Kinase Kinase,,,MAPKK involved in the protein kinase C signaling pathway,"MAPKK involved in the protein kinase C signaling pathway; involved in control of cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk1p; MKK2 has a paralog, MKK1, that arose from the whole genome duplication",1521,287514,289034,chrXVI,kinase activity;signal transducer activity;transferase activity
YPL141C,0.82,0,0.994,0.21451,0.9861,0.09226,1.0083,0.28295,0.9981,0.36613,1.0054,0.49168,1.0059,0.20899,S000006062,FRK1,Fatty acyl-CoA synthetase and RNA processing-associated Kinase,,,Protein kinase of unknown cellular role,"Protein kinase of unknown cellular role; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; interacts with rRNA transcription and ribosome biogenesis factors and the long chain fatty acyl-CoA synthetase Faa3p; FRK1 has a paralog, KIN4, that arose from the whole genome duplication",2598,283464,286061,chrXVI,kinase activity;transferase activity
YPL144W,0.9608,0.00141,0.9553,0,0.8831,0,0.9575,0.00138,0.8932,0,0.7777,0,0.957,0,S000006065,POC4,PrOteasome Chaperone,,,Component of a heterodimeric Poc4p-Irc25p chaperone,Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins (UPRam),447,280480,280926,chrXVI,molecular function unknown
YPL145C,0.9825,0.15135,0.9896,0.06747,0.9486,0,0.9888,0.23013,0.9807,0.0015,0.7863,0,0.9719,7.00E-05,S000006066,KES1,KrE11-1 Suppressor,,,One of seven members of the yeast oxysterol binding protein family,"One of seven members of the yeast oxysterol binding protein family; involved in negative regulation of Sec14p-dependent Golgi complex secretory functions, peripheral membrane protein that localizes to the Golgi complex; KES1 has a paralog, HES1, that arose from the whole genome duplication",1305,278395,279699,chrXVI,ion binding;lipid binding
YPL147W,0.9918,0.36335,0.9973,0.36907,0.9984,0.3599,1.0009,0.41803,0.9963,0.29348,1.0201,0.37114,1.0071,0.17242,S000006068,PXA1,PeroXisomal ABC-transporter,,Non-essential gene; null mutant shows lowered ability to utilize oleic acid as a carbon source and glutamine as a nitrogen source,"Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa2p","Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa2p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transporters ABCD1and ABCD2, and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD), a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant",2613,273255,275867,chrXVI,ATPase activity;hydrolase activity;transmembrane transporter activity
YPL148C,0.9287,0,0.9346,0,0.6237,0,0.6059,0,0.8696,0,0.8467,0,0.7604,0,S000006069,PPT2,Phosphopantetheine:Protein Transferase,,,Phosphopantetheine:protein transferase (PPTase),Phosphopantetheine:protein transferase (PPTase); activates mitochondrial acyl carrier protein (Acp1p) by phosphopantetheinylation,522,272294,272815,chrXVI,transferase activity
YPL149W,1.0043,0.45422,0.9977,0.38795,0.9853,0.07985,1.0237,0.05731,0.996,0.28126,0.9842,0.4074,1.0064,0.1932,S000006070,ATG5,AuTophaGy related,"Contributes to Atg8 ligase activity (conjugates Atg8p to phosphatidylethanolamine, PE); subunit of the Atg12-Atg5-Atg16 complex; involved in macroautophagy, cytoplasm-to-vacuole targeting (CVT) pathway, late nucleophagy, piecemeal microautophagy of nucleus, protein lipidation and mitochondrion degradation; localizes to the pre-autophagosomal structure (PAS)|uniprot_proteome=UP000002311",,Conserved protein involved in autophagy and the Cvt pathway,"Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate enhances E2 activity of Atg3 by rearranging its catalytic site, also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation; also involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner",885,271310,272194,chrXVI,enzyme regulator activity;transferase activity
YPL150W,0.9801,0.10804,0.9779,0.00017,0.9114,0,0.9873,0.20354,1.0236,0.00011,0.8326,0,1.0268,0.00014,S000006071,,,,,Protein kinase of unknown cellular role,Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study,2706,268188,270893,chrXVI,kinase activity;transferase activity
YPL152W,0.9615,0.00174,0.9677,0,0.9339,0,0.9796,0.0893,0.995,0.23854,0.9828,0.39448,0.971,4.00E-05,S000006073,RRD2,Resistant to Rapamycin Deletion,,,Peptidyl-prolyl cis/trans-isomerase,"Peptidyl-prolyl cis/trans-isomerase; also activates the phosphotyrosyl phosphatase activity of protein phosphatase 2A (PP2A); regulates G1 phase progression, the osmoresponse, microtubule dynamics; subunit of the Tap42p-Pph21p-Rrd2p complex; protein abundance increases in response to DNA replication stress",1077,265028,266104,chrXVI,enzyme regulator activity;isomerase activity
YPL154C,0.9876,0.26201,0.9938,0.20564,0.9943,0.2654,0.9777,0.06941,0.9831,0.00528,1.0294,0.28646,1.0031,0.29944,S000006075,PEP4,carboxyPEPtidase Y-deficient,Vacuolar peptidase with a role in autophagy|uniprot_proteome=UP000002311,"Non-essential gene; null mutant exhibits increased apoptosis and necrosis during chronological aging, while overexpression reduces cell death; null mutant is defective in autophagy and mitophagy, and sensitive to a variety of chemicals; in large-scale studies, null mutant displays reductions in competitive fitness, chronological lifespan, desiccation resistance, and innate thermotolerance",Vacuolar aspartyl protease (proteinase A),"Vacuolar aspartyl protease (proteinase A); required for posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after oxidative damage; plays a protective role in acetic acid induced apoptosis; synthesized as a zymogen, self-activates",1218,259714,260931,chrXVI,hydrolase activity;peptidase activity
YPL155C,1.0175,0.15065,1.0121,0.03623,1.0749,0,1.0963,0,1.0139,0.01942,1.0753,0.02012,0.7352,0,S000006076,KIP2,KInesin related Protein,,,Kinesin-related motor protein involved in mitotic spindle positioning,Kinesin-related motor protein involved in mitotic spindle positioning; stabilizes microtubules by targeting Bik1p to the plus end; functions as a microtubule polymerase and catastrophe inhibitor in vitro; Kip2p levels are controlled during the cell cycle,2121,257216,259336,chrXVI,hydrolase activity
YPL156C,0.9757,0.05271,1.0009,0.44707,1.0027,0.3371,0.9825,0.12508,1.0032,0.31422,1.0295,0.28508,1.001,0.36263,S000006077,PRM4,Pheromone-Regulated Membrane protein,Predicted integral membrane protein whose biological role is unknown|uniprot_proteome=UP000002311,,Pheromone-regulated protein proposed to be involved in mating,Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift,855,255913,256767,chrXVI,molecular function unknown
YPL157W,0.9063,0,0.8931,0,0.9386,0,0.9205,0,0.8967,0,1.0418,0.17846,0.8813,0,S000006078,TGS1,TrimethylGuanosine Synthase,,,"Trimethyl guanosine synthase, conserved nucleolar methyl transferase","Trimethyl guanosine synthase, conserved nucleolar methyl transferase; converts the m(7)G cap structure of snRNAs, snoRNAs, and telomerase TLC1 RNA to m(2,2,7)G; also required for nucleolar assembly and splicing of meiotic pre-mRNAs; interacts with Swm2p, which may confer substrate specificity on Tgs1p",948,254814,255761,chrXVI,methyltransferase activity;transferase activity
YPL158C,0.9841,0.18504,0.994,0.21583,0.9207,0,0.9371,0,0.9939,0.19712,0.9835,0.40097,0.9369,0,S000006079,AIM44,Altered Inheritance rate of Mitochondria,Protein with a role in assembly of the septum between dividing cells during cytokinesis; localized to the bud neck and bud tip|uniprot_proteome=UP000002311,"Non-essential gene; null mutant displays decreased rates of fermentative and respiratory growth, and decreased competitive fitness in various media; null mutant accumulates mother cells that retain a connection to two or more buds, displays a thin secondary septum, a reduction in the accumulation of Rho1p at the bud neck after actomyosin ring (AMR) contraction, and an abnormal reaccumulation of Cdc42p at bud neck after AMR contraction, all indicative of abnormal coordination of cytokinesis and polarity establishment; null mutant displays an increased frequency of spontaneous mitochondrial genome loss; null mutant has increased chitin deposition, decreased endocytosis and decreased peroxisomal protein transport; overexpression results in decreased filamentation and invasive growth in the presence of short-chain alcohols and increased invasive growth in nitrogen-sufficient medium",Protein that regulates Cdc42p and Rho1p,Protein that regulates Cdc42p and Rho1p; functions in the late steps of cytokinesis and cell separation; sustains Rho1p at the cell division site after actomyosin ring contraction; inhibits the activation of Cdc42-Cla4 at the cell division site to prevent budding inside the old bud neck; transcription is regulated by Swi5p; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from bud neck to cytoplasm upon DNA replication stress,2277,252034,254310,chrXVI,molecular function unknown
YPL159C,0.9829,0.16029,0.9937,0.20501,0.9595,2.00E-05,0.9508,0.00022,0.9998,0.42413,1.006,0.48671,0.9538,0,S000006080,PET20,PETite colonies,,,Mitochondrial protein,Mitochondrial protein; required for respiratory growth under some conditions and for stability of the mitochondrial genome,762,250907,251668,chrXVI,molecular function unknown
YPL161C,0.9555,0.00026,0.9523,0,0.8402,0,0.7767,0,0.8641,0,0.9779,0.35254,0.6857,0,S000006082,BEM4,Bud EMergence,,,Protein involved in establishment of cell polarity and bud emergence,Protein involved in establishment of cell polarity and bud emergence; interacts with the Rho1p small GTP-binding protein and with the Rho-type GTPase Cdc42p; involved in maintenance of proper telomere length,1902,244319,246220,chrXVI,molecular function unknown
YPL162C,0.9981,0.50392,1.0023,0.38742,1.0128,0.10996,1.0176,0.12423,1.0071,0.15998,1.0551,0.08937,1.0221,0.0016,S000006083,,,Predicted integral membrane protein whose biological role is unknown; localizes to the vacuole membrane in a large-scale study|uniprot_proteome=UP000002311,,Putative protein of unknown function,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of vacuole with cell cycle-correlated morphology,822,243206,244027,chrXVI,molecular function unknown
YPL163C,0.9865,0.23866,1.0028,0.36473,0.9882,0.12993,1.0044,0.35625,0.993,0.16403,1.0041,0.50184,1.0054,0.22453,S000006084,SVS1,Suppressor of Vanadate Sensitivity,,,Cell wall and vacuolar protein,"Cell wall and vacuolar protein; required for wild-type resistance to vanadate; SVS1 has a paralog, SRL1, that arose from the whole genome duplication",783,241918,242700,chrXVI,molecular function unknown
YPL164C,1.0005,0.53067,0.9997,0.46916,1.0038,0.31123,1.0051,0.34156,1.0041,0.27719,0.9709,0.28889,1.0078,0.15166,S000006085,MLH3,MutL Homolog,,,Protein involved in DNA mismatch repair and meiotic recombination,Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability,2148,239350,241497,chrXVI,ATPase activity;hydrolase activity
YPL165C,1.0277,0.02658,0.994,0.21388,1.0302,0.00123,1.0351,0.00758,1.0007,0.40915,1.0627,0.05425,1.0091,0.11785,S000006086,SET6,SET domain-containing,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,SET domain protein of unknown function,"SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis, may be involved in compound availability",1122,237956,239077,chrXVI,molecular function unknown
YPL166W,1.0139,0.2284,0.9934,0.19216,1.0167,0.05508,1.035,0.00772,0.9931,0.16664,1.0791,0.01435,0.9995,0.37853,S000006087,ATG29,AuTophaGy related,"Protein involved in macroautophagy, late nucleophagy, mitochondrion degradation and piecemeal microautophagy of nucleus; localizes to the pre-autophagosomal structure (PAS) and to the cytoplasm and nucleus in a large scale study|uniprot_proteome=UP000002311",,Autophagy-specific protein,Autophagy-specific protein; required for recruiting other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizas to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress,642,237338,237979,chrXVI,molecular function unknown
YPL167C,1.0154,0.19544,1.0012,0.43294,1.0245,0.00781,1.0503,0.00016,0.9986,0.38486,1.0604,0.06357,1.0112,0.07483,S000006088,REV3,REVersionless,,,Catalytic subunit of DNA polymerase zeta,"Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev7p, Pol31p and Pol32p",4515,232593,237107,chrXVI,nucleotidyltransferase activity;transferase activity
YPL168W,1.0036,0.46917,1.0035,0.32943,0.996,0.30651,1.0255,0.04412,0.9984,0.37363,0.9679,0.26026,1.0135,0.04079,S000006089,MRX4,Mitochondrial oRganization of gene eXpression (MIOREX),Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study|uniprot_proteome=UP000002311,,Protein that associates with mitochondrial ribosome,Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated,1293,231217,232509,chrXVI,molecular function unknown
YPL170W,1.0117,0.27853,1.0073,0.16335,1.0062,0.25321,1.0156,0.15244,1.0149,0.01322,1.0504,0.1171,1.0165,0.01591,S000006091,DAP1,DAmage resistance Protein,,,Heme-binding protein,"Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein, related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres, mitochondria, and sterol synthesis",459,228314,228772,chrXVI,other
YPL171C,0.997,0.48268,1.0132,0.02393,1.0087,0.19552,1.0172,0.12957,1.0128,0.03007,1.0176,0.39137,1.0225,0.00133,S000006092,OYE3,Old Yellow Enzyme,NADPH dehydrogenase with a role in apoptosis; cellular location is unknown|uniprot_proteome=UP000002311,,Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN),Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); homologous to Oye2p with different ligand binding and catalytic properties; has potential roles in oxidative stress response and programmed cell death,1203,226169,227371,chrXVI,oxidoreductase activity
YPL172C,0.9691,0.01292,0.963,0,0.6013,0,0.5511,0,0.96,0,0.8628,1.00E-05,0.9313,0,S000006093,COX10,Cytochrome c OXidase,,"Non-essential gene; null mutant fails to respire; in large-scale studies, the null mutant shows reduced competitive fitness and chronological lifespan, sensitivity to desiccation, starvation, and oxidative stress, small cell size, increased biofilm formation, and altered resistance to various chemicals",Heme A:farnesyltransferase,Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders,1389,224353,225741,chrXVI,transferase activity
YPL173W,0.8922,0,0.8818,0,0.4922,0,0.456,0,0.8525,0,0.9882,0.44188,0.5213,0,S000006094,MRPL40,"Mitochondrial Ribosomal Protein, Large subunit","Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion|uniprot_proteome=UP000002311",,Mitochondrial ribosomal protein of the large subunit,Mitochondrial ribosomal protein of the large subunit,894,223143,224036,chrXVI,structural constituent of ribosome;structural molecule activity
YPL174C,0.9464,1.00E-05,0.9595,0,0.6496,0,0.5704,0,0.8301,0,0.8282,0,0.7255,0,S000006095,NIP100,Nuclear ImPort,,,Large subunit of the dynactin complex,Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued),2607,220167,222773,chrXVI,cytoskeletal protein binding
YPL176C,0.9993,0.52617,1.0034,0.33446,1.0131,0.10491,1.0533,6.00E-05,1.0293,0,0.8206,0,1.0062,0.19768,S000006097,TRE1,Transferrin REceptor like,,,Transferrin receptor-like protein,"Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitylation and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog, TRE2, that arose from the whole genome duplication",2352,216012,218363,chrXVI,molecular function unknown
YPL177C,1.0187,0.12826,1.0186,0.00157,1.02,0.02672,1.0194,0.10059,1.0488,0,1.0762,0.01863,0.9968,0.29391,S000006098,CUP9,,A sequence-specific transcription factor involved in the negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter; localized to the nucleus|uniprot_proteome=UP000002311,,Homeodomain-containing transcriptional repressor,"Homeodomain-containing transcriptional repressor; regulates expression of PTR2, which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis, resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog, TOS8, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",921,213042,213962,chrXVI,"DNA binding;nucleic acid binding transcription factor activity;transcription factor activity, protein binding;transcription factor binding"
YPL178W,0.8539,0,0.8664,0,0.9698,0.00124,0.9906,0.2617,0.9631,0,0.7106,0,0.8831,0,S000006099,CBC2,Cap Binding Complex,,,Small subunit of the heterodimeric cap binding complex with Sto1p,"Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p, possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif",627,212158,212784,chrXVI,RNA binding
YPL179W,0.9948,0.43294,1.0036,0.32375,0.9013,0,0.9327,0,0.9901,0.07714,0.8357,0,0.9476,0,S000006100,PPQ1,Protein Phosphatase Q,Protein phosphatase involved in negative regulation of pheromone dependent mating signaling pathway; localized to the cytoplasm in a large scale study|uniprot_proteome=UP000002311,,Protein phosphatase that regulates the mating response,Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family,1650,208157,209806,chrXVI,hydrolase activity;phosphatase activity
YPL180W,0.907,0,0.8392,0,0.7778,0,0.7001,0,0.8187,0,0.7762,0,0.3124,0,S000006101,TCO89,Tor Complex One,,,Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p),Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin,2400,205248,207647,chrXVI,molecular function unknown
YPL181W,0.9824,0.14987,0.9895,0.06415,0.9824,0.04529,0.9484,0.0001,0.9822,0.00341,0.8187,0,0.9409,0,S000006102,CTI6,Cyc8-Tup1 Interacting protein,,,Component of the Rpd3L histone deacetylase complex,Component of the Rpd3L histone deacetylase complex; relieves transcriptional repression by binding to the Cyc8p-Tup1p corepressor and recruiting the SAGA complex to the repressed promoter; contains a PHD finger domain,1521,203421,204941,chrXVI,histone binding;transcription factor binding
YPL182C,0.9886,0.2855,0.9859,0.01589,0.9894,0.15371,0.9789,0.08152,0.9849,0.01227,0.9605,0.19655,0.9464,0,S000006103,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CTI6/YPL181W",384,203306,203689,chrXVI,molecular function unknown
YPL183C,0.9958,0.45662,1.0069,0.18032,0.9727,0.00331,1.0076,0.29574,1.0093,0.09324,0.9768,0.34125,0.9928,0.16923,S000006104,RTT10,Regulator of Ty1 Transposition,,,WD40 domain-containing protein involved in endosomal recycling,WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6,3042,199495,202536,chrXVI,molecular function unknown
YPL183W-A,0.962,0.00199,0.9723,0,0.5979,0,0.6173,0,0.9841,0.00842,1.0881,0.00611,0.8259,0,S000007224,RTC6,Restriction of Telomere Capping,Protein with a putative role in translation; has similarity to prokaryotic ribosomal proteins|uniprot_proteome=UP000002311,,Protein involved in translation,"Protein involved in translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein; protein abundance increases in response to DNA replication stress",282,199095,199376,chrXVI,structural constituent of ribosome;structural molecule activity
YPL184C,1.0241,0.05416,0.9986,0.42464,1.0298,0.00145,0.9892,0.23817,0.9918,0.12503,1.0858,0.00767,0.9882,0.06462,S000006105,MRN1,Multicopy supressor of rsc nhp6,,,RNA-binding protein that may be involved in translational regulation,"RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors, linking chromatin state, splicing and as a result mRNA maturation",1839,195950,197788,chrXVI,RNA binding;mRNA binding
YPL185W,0.9901,0.32265,0.9988,0.43497,0.987,0.10671,1.0031,0.38163,1.0027,0.33178,1.0023,0.51382,1.0077,0.15588,S000006106,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene UIP4/YPL186C",396,195253,195648,chrXVI,molecular function unknown
YPL186C,1.0208,0.09381,1.0093,0.09405,1.023,0.01205,1.0404,0.00233,1.0089,0.10346,1.0403,0.18989,1.0163,0.01708,S000006107,UIP4,Ulp1 Interacting Protein,"Protein whose biological role is unknown; localizes to the nuclear envelope, mitochondrila outer membrane, and endoplasmic reticulum in large-scale studies|uniprot_proteome=UP000002311",,Protein that interacts with Ulp1p,Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope,915,194512,195426,chrXVI,molecular function unknown
YPL187W,0.9997,0.53291,1.0059,0.21961,1.0089,0.18994,0.9994,0.42176,1.005,0.2413,1.0298,0.28219,1.0172,0.01229,S000006108,MF(ALPHA)1,Mating Factor ALPHA,,,"Mating pheromone alpha-factor, made by alpha cells","Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)2, although MF(ALPHA)1 produces most alpha-factor; MF(ALPHA)1 has a paralog, MF(ALPHA)2, that arose from the whole genome duplication",498,193648,194145,chrXVI,other
YPL189W,1.0242,0.05298,1.009,0.10367,1.0253,0.00621,1.0466,0.00046,1.0142,0.01741,1.055,0.08964,1.0164,0.01602,S000006110,GUP2,Glycerol UPtake,,,Probable membrane protein,"Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog, GUP1, that arose from the whole genome duplication",1830,189154,190983,chrXVI,transferase activity
YPL191C,0.9957,0.45287,1.0125,0.03098,1.0047,0.28879,0.9804,0.09837,1.0064,0.18763,1.0272,0.30517,1.0073,0.16592,S000006112,,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study|uniprot_proteome=UP000002311,,Protein of unknown function,"Protein of unknown function; diploid deletion strain exhibits high budding index; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL191C has a paralog, YGL082W, that arose from the whole genome duplication",1083,183597,184679,chrXVI,molecular function unknown
YPL192C,0.9931,0.39441,1.0008,0.44908,0.9966,0.31877,1.0121,0.2133,0.9987,0.3871,1.0098,0.4554,1.0096,0.10706,S000006113,PRM3,Pheromone-Regulated Membrane protein,,,Protein required for nuclear envelope fusion during karyogamy,Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body,402,182655,183056,chrXVI,molecular function unknown
YPL193W,0.6874,0,0.7511,0,0.7935,0,0.8014,0,0.7526,0,0.7942,0,0.8121,0,S000006114,RSA1,RiboSome Assembly,,,Protein involved in the assembly of 60S ribosomal subunits,Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly,1146,181403,182548,chrXVI,molecular function unknown
YPL194W,1.0052,0.43199,0.9914,0.11514,1.0076,0.22152,1.0276,0.03089,0.9843,0.00906,1.0528,0.10246,0.9859,0.03425,S000006115,DDC1,DNA Damage Checkpoint,,,DNA damage checkpoint protein,"DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response, required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress",1839,179277,181115,chrXVI,molecular function unknown
YPL195W,0.9467,1.00E-05,0.9698,0,0.9136,0,0.7471,0,0.9714,0,0.6343,0,0.9659,0,S000006116,APL5,clathrin Adaptor Protein complex Large chain,Subunit of the AP-3 adaptor complex that functions in golgi to vacuole transport|uniprot_proteome=UP000002311,"Non-essential gene; null mutant is defective in vacuolar protein transport and shows some vacuolar fragmentation; also shows abnormal accumulation of polyphosphates and excretion of inositol; null mutant is also sensitive to Congo Red, caffeine, camptothecin, caspofungin, fluconazole, rapamycin",Delta adaptin-like subunit of the clathrin associated protein complex,Delta adaptin-like subunit of the clathrin associated protein complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; suppressor of loss of casein kinase 1 function; the clathrin associated protein complex is also known as AP-3,2799,176223,179021,chrXVI,other
YPL196W,0.9926,0.38366,0.9908,0.09822,0.9742,0.0053,1.0284,0.02702,0.9676,0,0.8231,0,0.9965,0.28661,S000006117,OXR1,OXidation Resistance,,,Protein of unknown function required for oxidative damage resistance,Protein of unknown function required for oxidative damage resistance; required for normal levels of resistance to oxidative damage; null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes,822,175043,175864,chrXVI,molecular function unknown
YPL197C,0.9856,0.21785,0.9926,0.16134,0.9929,0.23295,1.0206,0.08732,1.0014,0.38261,0.9826,0.39353,1.0072,0.16939,S000006118,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the ribosomal gene RPL7B",414,174343,174756,chrXVI,molecular function unknown
YPL198W,1.0127,0.25606,1.0055,0.23901,1.0097,0.17177,1.0264,0.03795,1.0052,0.23104,1.0121,0.43885,1.0138,0.0372,S000006119,RPL7B,Ribosomal Protein of the Large subunit,"Subunit of the cytosolic large ribosomal subunit; involved in maturation of the large subunit rRNA, biogenesis of the ribosomal large subunit, and translation|uniprot_proteome=UP000002311",,Ribosomal 60S subunit protein L7B,"Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication",1551,173152,174702,chrXVI,structural constituent of ribosome;structural molecule activity
YPL199C,1.0095,0.3333,1.0043,0.29366,1.0042,0.30235,1.0241,0.05397,0.9964,0.29832,0.9992,0.52354,1.0118,0.06359,S000006120,,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study|uniprot_proteome=UP000002311,,Putative protein of unknown function,Putative protein of unknown function; predicted to be palmitoylated,723,172033,172755,chrXVI,molecular function unknown
